"Day","Minute","Algae_density","fish_number","Fish_density","biomass_fish","Fish_biomass_density","Total_bites_per_minute","fish_eating_minute","per_capita_bites","total_bites_per_trial","total_amount_resource_consumed","Sequence","initial_weight","control_before","control_after","weight_algae_after_trial","avgtime","factor_loss","consumption_rate"
"17/06/2019",1,0.025,50,0.084,5330,8.959,11,6,2,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.0713274336283186
"17/06/2019",2,0.025,50,0.084,5330,8.959,6,3,2,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.0713274336283186
"17/06/2019",3,0.025,50,0.084,5330,8.959,14,3,5,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.178318584070796
"17/06/2019",4,0.025,50,0.084,5330,8.959,8,1,8,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.285309734513274
"17/06/2019",5,0.025,50,0.084,5330,8.959,4,2,2,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.0713274336283186
"17/06/2019",6,0.025,50,0.084,5330,8.959,0,0,0,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0
"17/06/2019",7,0.025,50,0.084,5330,8.959,18,3,6,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.213982300884956
"17/06/2019",8,0.025,50,0.084,5330,8.959,5,1,5,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.178318584070796
"17/06/2019",9,0.025,50,0.084,5330,8.959,5,1,5,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.178318584070796
"17/06/2019",10,0.025,50,0.084,5330,8.959,0,0,0,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0
"17/06/2019",11,0.025,50,0.084,5330,8.959,4,3,1,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.0356637168141593
"17/06/2019",12,0.025,50,0.084,5330,8.959,0,0,0,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0
"17/06/2019",13,0.025,50,0.084,5330,8.959,4,1,4,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.142654867256637
"17/06/2019",14,0.025,50,0.084,5330,8.959,12,2,6,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.213982300884956
"17/06/2019",15,0.025,50,0.084,5330,8.959,22,3,7,113,4.03,5,15.71,15.78,13.03,10.83,15,0.826,0.249646017699115
"17/06/2019",1,0.05,50,0.084,5330,8.959,39,10,4,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.181647058823529
"17/06/2019",2,0.05,50,0.084,5330,8.959,22,5,4,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.181647058823529
"17/06/2019",3,0.05,50,0.084,5330,8.959,2,1,2,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.0908235294117647
"17/06/2019",4,0.05,50,0.084,5330,8.959,4,1,4,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.181647058823529
"17/06/2019",5,0.05,50,0.084,5330,8.959,17,2,8,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.363294117647059
"17/06/2019",6,0.05,50,0.084,5330,8.959,3,1,3,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.136235294117647
"17/06/2019",7,0.05,50,0.084,5330,8.959,0,0,0,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0
"17/06/2019",8,0.05,50,0.084,5330,8.959,0,0,0,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0
"17/06/2019",9,0.05,50,0.084,5330,8.959,9,3,3,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.136235294117647
"17/06/2019",10,0.05,50,0.084,5330,8.959,5,2,2,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.0908235294117647
"17/06/2019",11,0.05,50,0.084,5330,8.959,0,0,0,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0
"17/06/2019",12,0.05,50,0.084,5330,8.959,0,0,0,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0
"17/06/2019",13,0.05,50,0.084,5330,8.959,14,3,5,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.227058823529412
"17/06/2019",14,0.05,50,0.084,5330,8.959,2,1,2,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.0908235294117647
"17/06/2019",15,0.05,50,0.084,5330,8.959,2,1,2,119,5.404,4,30.55,30.95,23.96,23.57,15,0.774,0.0908235294117647
"17/06/2019",1,0.076,50,0.084,5330,8.959,28,6,5,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.290686813186813
"17/06/2019",2,0.076,50,0.084,5330,8.959,27,6,4,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.232549450549451
"17/06/2019",3,0.076,50,0.084,5330,8.959,13,4,3,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.174412087912088
"17/06/2019",4,0.076,50,0.084,5330,8.959,12,3,4,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.232549450549451
"17/06/2019",5,0.076,50,0.084,5330,8.959,8,1,8,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.465098901098901
"17/06/2019",6,0.076,50,0.084,5330,8.959,29,2,14,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.813923076923077
"17/06/2019",7,0.076,50,0.084,5330,8.959,12,2,6,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.348824175824176
"17/06/2019",8,0.076,50,0.084,5330,8.959,0,0,0,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0
"17/06/2019",9,0.076,50,0.084,5330,8.959,17,4,4,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.232549450549451
"17/06/2019",10,0.076,50,0.084,5330,8.959,14,3,5,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.290686813186813
"17/06/2019",11,0.076,50,0.084,5330,8.959,0,0,0,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0
"17/06/2019",12,0.076,50,0.084,5330,8.959,12,1,12,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.697648351648352
"17/06/2019",13,0.076,50,0.084,5330,8.959,1,1,1,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.0581373626373626
"17/06/2019",14,0.076,50,0.084,5330,8.959,0,0,0,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0
"17/06/2019",15,0.076,50,0.084,5330,8.959,9,1,9,182,10.581,2,45.25,45.39,34.28,31.24,15,0.755,0.523236263736264
"17/06/2019",1,0.101,50,0.084,5330,8.959,131,18,7,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.33514730878187
"17/06/2019",2,0.101,50,0.084,5330,8.959,40,9,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",3,0.101,50,0.084,5330,8.959,31,5,6,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.287269121813031
"17/06/2019",4,0.101,50,0.084,5330,8.959,25,6,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",5,0.101,50,0.084,5330,8.959,22,6,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",6,0.101,50,0.084,5330,8.959,2,1,2,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.0957563739376771
"17/06/2019",7,0.101,50,0.084,5330,8.959,28,5,6,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.287269121813031
"17/06/2019",8,0.101,50,0.084,5330,8.959,8,3,3,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.143634560906516
"17/06/2019",9,0.101,50,0.084,5330,8.959,9,2,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",10,0.101,50,0.084,5330,8.959,13,3,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",11,0.101,50,0.084,5330,8.959,16,3,5,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.239390934844193
"17/06/2019",12,0.101,50,0.084,5330,8.959,11,3,4,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.191512747875354
"17/06/2019",13,0.101,50,0.084,5330,8.959,16,2,8,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.383025495750708
"17/06/2019",14,0.101,50,0.084,5330,8.959,1,1,1,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0.0478781869688385
"17/06/2019",15,0.101,50,0.084,5330,8.959,0,0,0,353,16.901,1,60.11,60.2,37.16,32.73,15,0.617,0
"17/06/2019",1,0.126,50,0.084,5330,8.959,81,15,5,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.364007936507937
"17/06/2019",2,0.126,50,0.084,5330,8.959,21,4,5,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.364007936507937
"17/06/2019",3,0.126,50,0.084,5330,8.959,16,4,4,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.291206349206349
"17/06/2019",4,0.126,50,0.084,5330,8.959,24,6,4,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.291206349206349
"17/06/2019",5,0.126,50,0.084,5330,8.959,13,3,4,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.291206349206349
"17/06/2019",6,0.126,50,0.084,5330,8.959,8,2,4,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.291206349206349
"17/06/2019",7,0.126,50,0.084,5330,8.959,17,4,4,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.291206349206349
"17/06/2019",8,0.126,50,0.084,5330,8.959,3,1,3,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.218404761904762
"17/06/2019",9,0.126,50,0.084,5330,8.959,6,2,3,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.218404761904762
"17/06/2019",10,0.126,50,0.084,5330,8.959,20,1,20,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,1.45603174603175
"17/06/2019",11,0.126,50,0.084,5330,8.959,10,3,3,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.218404761904762
"17/06/2019",12,0.126,50,0.084,5330,8.959,0,0,0,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0
"17/06/2019",13,0.126,50,0.084,5330,8.959,20,1,20,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,1.45603174603175
"17/06/2019",14,0.126,50,0.084,5330,8.959,0,0,0,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0
"17/06/2019",15,0.126,50,0.084,5330,8.959,13,1,13,252,18.346,3,75.57,75.64,52.11,48.94,15,0.689,0.946420634920635
"14/06/2019",1,0.025,63,0.106,8814,14.814,79,19,4,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.115127272727273
"14/06/2019",2,0.025,63,0.106,8814,14.814,43,6,7,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.201472727272727
"14/06/2019",3,0.025,63,0.106,8814,14.814,9,2,4,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.115127272727273
"14/06/2019",4,0.025,63,0.106,8814,14.814,15,4,4,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.115127272727273
"14/06/2019",5,0.025,63,0.106,8814,14.814,12,2,6,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.172690909090909
"14/06/2019",6,0.025,63,0.106,8814,14.814,19,2,10,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.287818181818182
"14/06/2019",7,0.025,63,0.106,8814,14.814,5,2,2,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.0575636363636364
"14/06/2019",8,0.025,63,0.106,8814,14.814,0,0,0,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0
"14/06/2019",9,0.025,63,0.106,8814,14.814,17,7,2,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.0575636363636364
"14/06/2019",10,0.025,63,0.106,8814,14.814,27,4,7,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.201472727272727
"14/06/2019",11,0.025,63,0.106,8814,14.814,9,2,4,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.115127272727273
"14/06/2019",12,0.025,63,0.106,8814,14.814,2,1,2,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.0575636363636364
"14/06/2019",13,0.025,63,0.106,8814,14.814,0,0,0,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0
"14/06/2019",14,0.025,63,0.106,8814,14.814,28,4,7,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.201472727272727
"14/06/2019",15,0.025,63,0.106,8814,14.814,10,1,10,275,7.915,5,15.73,15.37,12.86,6.27,15,0.837,0.287818181818182
"14/06/2019",1,0.05,63,0.106,8814,14.814,65,11,6,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.20925
"14/06/2019",2,0.05,63,0.106,8814,14.814,39,4,10,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.34875
"14/06/2019",3,0.05,63,0.106,8814,14.814,33,3,11,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.383625
"14/06/2019",4,0.05,63,0.106,8814,14.814,2,1,2,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.06975
"14/06/2019",5,0.05,63,0.106,8814,14.814,25,4,6,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.20925
"14/06/2019",6,0.05,63,0.106,8814,14.814,10,3,3,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.104625
"14/06/2019",7,0.05,63,0.106,8814,14.814,26,4,6,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.20925
"14/06/2019",8,0.05,63,0.106,8814,14.814,0,0,0,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0
"14/06/2019",9,0.05,63,0.106,8814,14.814,25,2,12,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.4185
"14/06/2019",10,0.05,63,0.106,8814,14.814,24,3,8,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.279
"14/06/2019",11,0.05,63,0.106,8814,14.814,8,2,4,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.1395
"14/06/2019",12,0.05,63,0.106,8814,14.814,2,1,2,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.06975
"14/06/2019",13,0.05,63,0.106,8814,14.814,9,1,9,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.313875
"14/06/2019",14,0.05,63,0.106,8814,14.814,0,0,0,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0
"14/06/2019",15,0.05,63,0.106,8814,14.814,20,3,7,288,10.044,3,30.44,30.68,26.96,19.01,15,0.879,0.244125
"14/06/2019",1,0.076,63,0.106,8814,14.814,76,24,3,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.181927868852459
"14/06/2019",2,0.076,63,0.106,8814,14.814,38,12,3,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.181927868852459
"14/06/2019",3,0.076,63,0.106,8814,14.814,17,3,6,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.363855737704918
"14/06/2019",4,0.076,63,0.106,8814,14.814,16,2,8,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.485140983606557
"14/06/2019",5,0.076,63,0.106,8814,14.814,22,4,6,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.363855737704918
"14/06/2019",6,0.076,63,0.106,8814,14.814,21,4,5,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.303213114754098
"14/06/2019",7,0.076,63,0.106,8814,14.814,15,3,5,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.303213114754098
"14/06/2019",8,0.076,63,0.106,8814,14.814,5,2,2,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.121285245901639
"14/06/2019",9,0.076,63,0.106,8814,14.814,23,5,5,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.303213114754098
"14/06/2019",10,0.076,63,0.106,8814,14.814,16,4,4,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.242570491803279
"14/06/2019",11,0.076,63,0.106,8814,14.814,17,4,4,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.242570491803279
"14/06/2019",12,0.076,63,0.106,8814,14.814,27,4,7,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.424498360655738
"14/06/2019",13,0.076,63,0.106,8814,14.814,0,0,0,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0
"14/06/2019",14,0.076,63,0.106,8814,14.814,5,1,5,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.303213114754098
"14/06/2019",15,0.076,63,0.106,8814,14.814,7,1,7,305,18.496,1,45.73,45.55,37.95,23.53,15,0.833,0.424498360655738
"14/06/2019",1,0.101,63,0.106,8814,14.814,42,15,3,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.166456591639871
"14/06/2019",2,0.101,63,0.106,8814,14.814,61,11,6,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.332913183279743
"14/06/2019",3,0.101,63,0.106,8814,14.814,11,2,6,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.332913183279743
"14/06/2019",4,0.101,63,0.106,8814,14.814,29,6,5,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.277427652733119
"14/06/2019",5,0.101,63,0.106,8814,14.814,8,4,2,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.110971061093248
"14/06/2019",6,0.101,63,0.106,8814,14.814,27,1,27,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,1.49810932475884
"14/06/2019",7,0.101,63,0.106,8814,14.814,16,2,8,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.44388424437299
"14/06/2019",8,0.101,63,0.106,8814,14.814,4,1,4,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.221942122186495
"14/06/2019",9,0.101,63,0.106,8814,14.814,8,3,3,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.166456591639871
"14/06/2019",10,0.101,63,0.106,8814,14.814,17,1,17,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.943254019292604
"14/06/2019",11,0.101,63,0.106,8814,14.814,18,2,9,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.499369774919614
"14/06/2019",12,0.101,63,0.106,8814,14.814,11,2,6,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.332913183279743
"14/06/2019",13,0.101,63,0.106,8814,14.814,2,1,2,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.110971061093248
"14/06/2019",14,0.101,63,0.106,8814,14.814,40,2,20,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,1.10971061093248
"14/06/2019",15,0.101,63,0.106,8814,14.814,17,2,8,311,17.256,4,60.7,60.54,49.07,39.41,15,0.811,0.44388424437299
"14/06/2019",1,0.126,63,0.106,8814,14.814,54,11,5,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.179562682215743
"14/06/2019",2,0.126,63,0.106,8814,14.814,21,4,5,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.179562682215743
"14/06/2019",3,0.126,63,0.106,8814,14.814,25,5,5,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.179562682215743
"14/06/2019",4,0.126,63,0.106,8814,14.814,24,6,4,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.143650145772595
"14/06/2019",5,0.126,63,0.106,8814,14.814,22,3,7,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.251387755102041
"14/06/2019",6,0.126,63,0.106,8814,14.814,12,2,6,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.215475218658892
"14/06/2019",7,0.126,63,0.106,8814,14.814,10,2,5,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.179562682215743
"14/06/2019",8,0.126,63,0.106,8814,14.814,8,1,8,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.287300291545189
"14/06/2019",9,0.126,63,0.106,8814,14.814,40,4,10,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.359125364431487
"14/06/2019",10,0.126,63,0.106,8814,14.814,5,1,5,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.179562682215743
"14/06/2019",11,0.126,63,0.106,8814,14.814,15,1,15,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.53868804664723
"14/06/2019",12,0.126,63,0.106,8814,14.814,44,7,6,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.215475218658892
"14/06/2019",13,0.126,63,0.106,8814,14.814,9,2,4,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.143650145772595
"14/06/2019",14,0.126,63,0.106,8814,14.814,13,2,6,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.215475218658892
"14/06/2019",15,0.126,63,0.106,8814,14.814,41,2,20,343,12.318,2,75.5,75.54,64.62,61.1,15,0.855,0.718250728862974
"22/06/2019",1,0.025,79,0.133,9035,15.186,53,8,7,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0564540540540541
"22/06/2019",2,0.025,79,0.133,9035,15.186,29,2,14,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.112908108108108
"22/06/2019",3,0.025,79,0.133,9035,15.186,35,4,9,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0725837837837838
"22/06/2019",4,0.025,79,0.133,9035,15.186,68,2,34,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.274205405405405
"22/06/2019",5,0.025,79,0.133,9035,15.186,36,4,9,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0725837837837838
"22/06/2019",6,0.025,79,0.133,9035,15.186,33,2,16,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.129037837837838
"22/06/2019",7,0.025,79,0.133,9035,15.186,21,3,7,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0564540540540541
"22/06/2019",8,0.025,79,0.133,9035,15.186,18,2,9,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0725837837837838
"22/06/2019",9,0.025,79,0.133,9035,15.186,23,4,6,370,2.984,2,15.18,15.32,15.29,12.19,15,0.998,0.0483891891891892
