"Day","ID_experiment","Sequence_order","Sequence","Minute","N","P","Fish_number","Fish_biomass","total_bites_trial","Total_bites_minute","fish_eating_minute","initial_weight","control_before","control_after","final_weight","A_cons_tot","A_cons_min","C","P_biomass_kg_m2"
"22/06/2019",11,"2_3_1_4_5",2,3,0.025,0.133,79,9035,370,35,4,15.18,15.32,15.29,12.19,2.98414490861619,0.282283977842072,0.070570994460518,0.0152
"22/06/2019",11,"2_3_1_4_5",2,4,0.025,0.133,79,9035,370,68,2,15.18,15.32,15.29,12.19,2.98414490861619,0.548437442664597,0.274218721332298,0.0152
"22/06/2019",11,"2_3_1_4_5",2,5,0.025,0.133,79,9035,370,36,4,15.18,15.32,15.29,12.19,2.98414490861619,0.290349234351845,0.072587308587961,0.0152
"22/06/2019",11,"2_3_1_4_5",2,6,0.025,0.133,79,9035,370,33,2,15.18,15.32,15.29,12.19,2.98414490861619,0.266153464822525,0.133076732411262,0.0152
"22/06/2019",11,"2_3_1_4_5",2,7,0.025,0.133,79,9035,370,21,3,15.18,15.32,15.29,12.19,2.98414490861619,0.169370386705243,0.056456795568414,0.0152
"22/06/2019",11,"2_3_1_4_5",2,8,0.025,0.133,79,9035,370,18,2,15.18,15.32,15.29,12.19,2.98414490861619,0.145174617175923,0.072587308587961,0.0152
"22/06/2019",11,"2_3_1_4_5",2,9,0.025,0.133,79,9035,370,23,4,15.18,15.32,15.29,12.19,2.98414490861619,0.18550089972479,0.046375224931198,0.0152
"22/06/2019",11,"2_3_1_4_5",2,10,0.025,0.133,79,9035,370,15,2,15.18,15.32,15.29,12.19,2.98414490861619,0.120978847646602,0.060489423823301,0.0152
"22/06/2019",11,"2_3_1_4_5",2,11,0.025,0.133,79,9035,370,27,1,15.18,15.32,15.29,12.19,2.98414490861619,0.217761925763884,0.217761925763884,0.0152
"22/06/2019",11,"2_3_1_4_5",2,12,0.025,0.133,79,9035,370,8,1,15.18,15.32,15.29,12.19,2.98414490861619,0.064522052078188,0.064522052078188,0.0152
"22/06/2019",11,"2_3_1_4_5",2,13,0.025,0.133,79,9035,370,0,0,15.18,15.32,15.29,12.19,2.98414490861619,0,0,0.0152
"22/06/2019",11,"2_3_1_4_5",2,14,0.025,0.133,79,9035,370,0,0,15.18,15.32,15.29,12.19,2.98414490861619,0,0,0.0152
"22/06/2019",11,"2_3_1_4_5",2,15,0.025,0.133,79,9035,370,4,1,15.18,15.32,15.29,12.19,2.98414490861619,0.032261026039094,0.032261026039094,0.0152
"22/06/2019",12,"2_3_1_4_5",3,1,0.05,0.133,79,9035,367,27,6,30.6,30.15,30.1,28.02,2.57572139303483,0.189494489405832,0.031582414900972,0.0152
"22/06/2019",12,"2_3_1_4_5",3,2,0.05,0.133,79,9035,367,29,3,30.6,30.15,30.1,28.02,2.57572139303483,0.203531118250708,0.06784370608357,0.0152
"22/06/2019",12,"2_3_1_4_5",3,3,0.05,0.133,79,9035,367,37,2,30.6,30.15,30.1,28.02,2.57572139303483,0.259677633630214,0.129838816815107,0.0152
"22/06/2019",12,"2_3_1_4_5",3,4,0.05,0.133,79,9035,367,44,2,30.6,30.15,30.1,28.02,2.57572139303483,0.308805834587282,0.154402917293641,0.0152
"22/06/2019",12,"2_3_1_4_5",3,5,0.05,0.133,79,9035,367,52,1,30.6,30.15,30.1,28.02,2.57572139303483,0.364952349966788,0.364952349966788,0.0152
"22/06/2019",12,"2_3_1_4_5",3,6,0.05,0.133,79,9035,367,25,2,30.6,30.15,30.1,28.02,2.57572139303483,0.175457860560956,0.087728930280478,0.0152
"22/06/2019",12,"2_3_1_4_5",3,7,0.05,0.133,79,9035,367,30,3,30.6,30.15,30.1,28.02,2.57572139303483,0.210549432673147,0.070183144224382,0.0152
"22/06/2019",12,"2_3_1_4_5",3,8,0.05,0.133,79,9035,367,35,2,30.6,30.15,30.1,28.02,2.57572139303483,0.245641004785338,0.122820502392669,0.0152
"22/06/2019",12,"2_3_1_4_5",3,9,0.05,0.133,79,9035,367,7,1,30.6,30.15,30.1,28.02,2.57572139303483,0.049128200957068,0.049128200957068,0.0152
"22/06/2019",12,"2_3_1_4_5",3,10,0.05,0.133,79,9035,367,0,0,30.6,30.15,30.1,28.02,2.57572139303483,0,0,0.0152
"22/06/2019",12,"2_3_1_4_5",3,11,0.05,0.133,79,9035,367,24,1,30.6,30.15,30.1,28.02,2.57572139303483,0.168439546138517,0.168439546138517,0.0152
"22/06/2019",12,"2_3_1_4_5",3,12,0.05,0.133,79,9035,367,47,2,30.6,30.15,30.1,28.02,2.57572139303483,0.329860777854596,0.164930388927298,0.0152
"22/06/2019",12,"2_3_1_4_5",3,13,0.05,0.133,79,9035,367,0,0,30.6,30.15,30.1,28.02,2.57572139303483,0,0,0.0152
"22/06/2019",12,"2_3_1_4_5",3,14,0.05,0.133,79,9035,367,0,0,30.6,30.15,30.1,28.02,2.57572139303483,0,0,0.0152
"22/06/2019",12,"2_3_1_4_5",3,15,0.05,0.133,79,9035,367,10,1,30.6,30.15,30.1,28.02,2.57572139303483,0.070183144224382,0.070183144224382,0.0152
"22/06/2019",13,"2_3_1_4_5",1,1,0.076,0.133,79,9035,361,32,7,45.4,45.84,45.7,37.2,8.17495636998254,0.724649872131417,0.103521410304488,0.0152
"22/06/2019",13,"2_3_1_4_5",1,2,0.076,0.133,79,9035,361,25,6,45.4,45.84,45.7,37.2,8.17495636998254,0.566132712602669,0.094355452100445,0.0152
"22/06/2019",13,"2_3_1_4_5",1,3,0.076,0.133,79,9035,361,30,5,45.4,45.84,45.7,37.2,8.17495636998254,0.679359255123203,0.135871851024641,0.0152
"22/06/2019",13,"2_3_1_4_5",1,4,0.076,0.133,79,9035,361,18,2,45.4,45.84,45.7,37.2,8.17495636998254,0.407615553073922,0.203807776536961,0.0152
"22/06/2019",13,"2_3_1_4_5",1,5,0.076,0.133,79,9035,361,25,4,45.4,45.84,45.7,37.2,8.17495636998254,0.566132712602669,0.141533178150667,0.0152
"22/06/2019",13,"2_3_1_4_5",1,6,0.076,0.133,79,9035,361,8,4,45.4,45.84,45.7,37.2,8.17495636998254,0.181162468032854,0.045290617008214,0.0152
"22/06/2019",13,"2_3_1_4_5",1,7,0.076,0.133,79,9035,361,12,4,45.4,45.84,45.7,37.2,8.17495636998254,0.271743702049281,0.06793592551232,0.0152
"22/06/2019",13,"2_3_1_4_5",1,8,0.076,0.133,79,9035,361,5,2,45.4,45.84,45.7,37.2,8.17495636998254,0.113226542520534,0.056613271260267,0.0152
"22/06/2019",13,"2_3_1_4_5",1,9,0.076,0.133,79,9035,361,41,1,45.4,45.84,45.7,37.2,8.17495636998254,0.928457648668378,0.928457648668378,0.0152
"22/06/2019",13,"2_3_1_4_5",1,10,0.076,0.133,79,9035,361,47,1,45.4,45.84,45.7,37.2,8.17495636998254,1.06432949969302,1.06432949969302,0.0152
"22/06/2019",13,"2_3_1_4_5",1,11,0.076,0.133,79,9035,361,19,3,45.4,45.84,45.7,37.2,8.17495636998254,0.430260861578029,0.143420287192676,0.0152
"22/06/2019",13,"2_3_1_4_5",1,12,0.076,0.133,79,9035,361,41,1,45.4,45.84,45.7,37.2,8.17495636998254,0.928457648668378,0.928457648668378,0.0152
"22/06/2019",13,"2_3_1_4_5",1,13,0.076,0.133,79,9035,361,0,0,45.4,45.84,45.7,37.2,8.17495636998254,0,0,0.0152
"22/06/2019",13,"2_3_1_4_5",1,14,0.076,0.133,79,9035,361,14,2,45.4,45.84,45.7,37.2,8.17495636998254,0.317034319057495,0.158517159528747,0.0152
"22/06/2019",13,"2_3_1_4_5",1,15,0.076,0.133,79,9035,361,44,3,45.4,45.84,45.7,37.2,8.17495636998254,0.996393574180698,0.332131191393566,0.0152
"22/06/2019",14,"2_3_1_4_5",4,1,0.101,0.133,79,9035,403,55,8,60.45,60.59,55.81,52.01,7.77416075259944,1.06098968087585,0.132623710109482,0.0152
"22/06/2019",14,"2_3_1_4_5",4,2,0.101,0.133,79,9035,403,71,5,60.45,60.59,55.81,52.01,7.77416075259944,1.36964122440338,0.273928244880675,0.0152
"22/06/2019",14,"2_3_1_4_5",4,3,0.101,0.133,79,9035,403,55,4,60.45,60.59,55.81,52.01,7.77416075259944,1.06098968087585,0.265247420218964,0.0152
"22/06/2019",14,"2_3_1_4_5",4,4,0.101,0.133,79,9035,403,35,3,60.45,60.59,55.81,52.01,7.77416075259944,0.675175251466453,0.225058417155484,0.0152
"22/06/2019",14,"2_3_1_4_5",4,5,0.101,0.133,79,9035,403,20,2,60.45,60.59,55.81,52.01,7.77416075259944,0.385814429409402,0.192907214704701,0.0152
"22/06/2019",14,"2_3_1_4_5",4,6,0.101,0.133,79,9035,403,63,3,60.45,60.59,55.81,52.01,7.77416075259944,1.21531545263962,0.405105150879872,0.0152
"22/06/2019",14,"2_3_1_4_5",4,7,0.101,0.133,79,9035,403,46,3,60.45,60.59,55.81,52.01,7.77416075259944,0.887373187641624,0.295791062547208,0.0152
"22/06/2019",14,"2_3_1_4_5",4,8,0.101,0.133,79,9035,403,13,2,60.45,60.59,55.81,52.01,7.77416075259944,0.250779379116111,0.125389689558056,0.0152
"22/06/2019",14,"2_3_1_4_5",4,9,0.101,0.133,79,9035,403,2,1,60.45,60.59,55.81,52.01,7.77416075259944,0.03858144294094,0.03858144294094,0.0152
"22/06/2019",14,"2_3_1_4_5",4,10,0.101,0.133,79,9035,403,0,0,60.45,60.59,55.81,52.01,7.77416075259944,0,0,0.0152
"22/06/2019",14,"2_3_1_4_5",4,11,0.101,0.133,79,9035,403,0,0,60.45,60.59,55.81,52.01,7.77416075259944,0,0,0.0152
"22/06/2019",14,"2_3_1_4_5",4,12,0.101,0.133,79,9035,403,17,1,60.45,60.59,55.81,52.01,7.77416075259944,0.327942264997991,0.327942264997991,0.0152
"22/06/2019",14,"2_3_1_4_5",4,13,0.101,0.133,79,9035,403,1,1,60.45,60.59,55.81,52.01,7.77416075259944,0.01929072147047,0.01929072147047,0.0152
"22/06/2019",14,"2_3_1_4_5",4,14,0.101,0.133,79,9035,403,0,0,60.45,60.59,55.81,52.01,7.77416075259944,0,0,0.0152
"22/06/2019",14,"2_3_1_4_5",4,15,0.101,0.133,79,9035,403,25,1,60.45,60.59,55.81,52.01,7.77416075259944,0.482268036761752,0.482268036761752,0.0152
"22/06/2019",15,"2_3_1_4_5",5,1,0.126,0.133,79,9035,452,24,5,75.95,75.84,72.4,69.58,6.08106540084389,0.322888428363392,0.064577685672678,0.0152
"22/06/2019",15,"2_3_1_4_5",5,2,0.126,0.133,79,9035,452,59,2,75.95,75.84,72.4,69.58,6.08106540084389,0.793767386393339,0.39688369319667,0.0152
"22/06/2019",15,"2_3_1_4_5",5,3,0.126,0.133,79,9035,452,20,1,75.95,75.84,72.4,69.58,6.08106540084389,0.269073690302827,0.269073690302827,0.0152
"22/06/2019",15,"2_3_1_4_5",5,4,0.126,0.133,79,9035,452,32,3,75.95,75.84,72.4,69.58,6.08106540084389,0.430517904484523,0.143505968161508,0.0152
"22/06/2019",15,"2_3_1_4_5",5,5,0.126,0.133,79,9035,452,48,5,75.95,75.84,72.4,69.58,6.08106540084389,0.645776856726784,0.129155371345357,0.0152
"22/06/2019",15,"2_3_1_4_5",5,6,0.126,0.133,79,9035,452,3,1,75.95,75.84,72.4,69.58,6.08106540084389,0.040361053545424,0.040361053545424,0.0152
"22/06/2019",15,"2_3_1_4_5",5,7,0.126,0.133,79,9035,452,33,3,75.95,75.84,72.4,69.58,6.08106540084389,0.443971588999664,0.147990529666555,0.0152
"22/06/2019",15,"2_3_1_4_5",5,8,0.126,0.133,79,9035,452,30,3,75.95,75.84,72.4,69.58,6.08106540084389,0.40361053545424,0.134536845151413,0.0152
"22/06/2019",15,"2_3_1_4_5",5,9,0.126,0.133,79,9035,452,39,1,75.95,75.84,72.4,69.58,6.08106540084389,0.524693696090512,0.524693696090512,0.0152
"22/06/2019",15,"2_3_1_4_5",5,10,0.126,0.133,79,9035,452,31,1,75.95,75.84,72.4,69.58,6.08106540084389,0.417064219969382,0.417064219969382,0.0152
"22/06/2019",15,"2_3_1_4_5",5,11,0.126,0.133,79,9035,452,23,2,75.95,75.84,72.4,69.58,6.08106540084389,0.309434743848251,0.154717371924125,0.0152
"22/06/2019",15,"2_3_1_4_5",5,12,0.126,0.133,79,9035,452,3,1,75.95,75.84,72.4,69.58,6.08106540084389,0.040361053545424,0.040361053545424,0.0152
"22/06/2019",15,"2_3_1_4_5",5,13,0.126,0.133,79,9035,452,48,1,75.95,75.84,72.4,69.58,6.08106540084389,0.645776856726784,0.645776856726784,0.0152
"22/06/2019",15,"2_3_1_4_5",5,14,0.126,0.133,79,9035,452,17,2,75.95,75.84,72.4,69.58,6.08106540084389,0.228712636757403,0.114356318378701,0.0152
"22/06/2019",15,"2_3_1_4_5",5,15,0.126,0.133,79,9035,452,42,2,75.95,75.84,72.4,69.58,6.08106540084389,0.565054749635936,0.282527374817968,0.0152
"18/06/2019",16,"3_2_5_1_4",3,1,0.025,0.151,90,11201,263,144,7,15.23,15.53,15.52,13.43,1.79884095299421,0.984916719510135,0.140702388501448,0.0188
"18/06/2019",16,"3_2_5_1_4",3,2,0.025,0.151,90,11201,263,32,4,15.23,15.53,15.52,13.43,1.79884095299421,0.218870382113363,0.054717595528341,0.0188
"18/06/2019",16,"3_2_5_1_4",3,3,0.025,0.151,90,11201,263,3,1,15.23,15.53,15.52,13.43,1.79884095299421,0.020519098323128,0.020519098323128,0.0188
"18/06/2019",16,"3_2_5_1_4",3,4,0.025,0.151,90,11201,263,13,1,15.23,15.53,15.52,13.43,1.79884095299421,0.088916092733554,0.088916092733554,0.0188
"18/06/2019",16,"3_2_5_1_4",3,5,0.025,0.151,90,11201,263,33,2,15.23,15.53,15.52,13.43,1.79884095299421,0.225710081554406,0.112855040777203,0.0188
"18/06/2019",16,"3_2_5_1_4",3,6,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,7,0.025,0.151,90,11201,263,32,2,15.23,15.53,15.52,13.43,1.79884095299421,0.218870382113363,0.109435191056682,0.0188
"18/06/2019",16,"3_2_5_1_4",3,8,0.025,0.151,90,11201,263,3,1,15.23,15.53,15.52,13.43,1.79884095299421,0.020519098323128,0.020519098323128,0.0188
"18/06/2019",16,"3_2_5_1_4",3,9,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,10,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,11,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,12,0.025,0.151,90,11201,263,1,1,15.23,15.53,15.52,13.43,1.79884095299421,0.006839699441043,0.006839699441043,0.0188
"18/06/2019",16,"3_2_5_1_4",3,13,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,14,0.025,0.151,90,11201,263,0,0,15.23,15.53,15.52,13.43,1.79884095299421,0,0,0.0188
"18/06/2019",16,"3_2_5_1_4",3,15,0.025,0.151,90,11201,263,2,0,15.23,15.53,15.52,13.43,1.79884095299421,0.013679398882085,0,0.0188
"18/06/2019",17,"3_2_5_1_4",2,1,0.05,0.151,90,11201,460,80,8,30.73,30.22,30.12,22.95,7.75425545996029,1.34856616694962,0.168570770868702,0.0188
"18/06/2019",17,"3_2_5_1_4",2,2,0.05,0.151,90,11201,460,37,8,30.73,30.22,30.12,22.95,7.75425545996029,0.623711852214198,0.077963981526775,0.0188
"18/06/2019",17,"3_2_5_1_4",2,3,0.05,0.151,90,11201,460,51,6,30.73,30.22,30.12,22.95,7.75425545996029,0.85971093143038,0.143285155238397,0.0188
"18/06/2019",17,"3_2_5_1_4",2,4,0.05,0.151,90,11201,460,50,3,30.73,30.22,30.12,22.95,7.75425545996029,0.84285385434351,0.28095128478117,0.0188
"18/06/2019",17,"3_2_5_1_4",2,5,0.05,0.151,90,11201,460,38,1,30.73,30.22,30.12,22.95,7.75425545996029,0.640568929301068,0.640568929301068,0.0188
"18/06/2019",17,"3_2_5_1_4",2,6,0.05,0.151,90,11201,460,11,2,30.73,30.22,30.12,22.95,7.75425545996029,0.185427847955572,0.092713923977786,0.0188
"18/06/2019",17,"3_2_5_1_4",2,7,0.05,0.151,90,11201,460,17,1,30.73,30.22,30.12,22.95,7.75425545996029,0.286570310476793,0.286570310476793,0.0188
"18/06/2019",17,"3_2_5_1_4",2,8,0.05,0.151,90,11201,460,33,1,30.73,30.22,30.12,22.95,7.75425545996029,0.556283543866717,0.556283543866717,0.0188
"18/06/2019",17,"3_2_5_1_4",2,9,0.05,0.151,90,11201,460,23,1,30.73,30.22,30.12,22.95,7.75425545996029,0.387712772998015,0.387712772998015,0.0188
"18/06/2019",17,"3_2_5_1_4",2,10,0.05,0.151,90,11201,460,16,1,30.73,30.22,30.12,22.95,7.75425545996029,0.269713233389923,0.269713233389923,0.0188
"18/06/2019",17,"3_2_5_1_4",2,11,0.05,0.151,90,11201,460,0,0,30.73,30.22,30.12,22.95,7.75425545996029,0,0,0.0188
"18/06/2019",17,"3_2_5_1_4",2,12,0.05,0.151,90,11201,460,38,3,30.73,30.22,30.12,22.95,7.75425545996029,0.640568929301068,0.213522976433689,0.0188
"18/06/2019",17,"3_2_5_1_4",2,13,0.05,0.151,90,11201,460,26,1,30.73,30.22,30.12,22.95,7.75425545996029,0.438284004258625,0.438284004258625,0.0188
"18/06/2019",17,"3_2_5_1_4",2,14,0.05,0.151,90,11201,460,34,1,30.73,30.22,30.12,22.95,7.75425545996029,0.573140620953587,0.573140620953587,0.0188
"18/06/2019",17,"3_2_5_1_4",2,15,0.05,0.151,90,11201,460,6,1,30.73,30.22,30.12,22.95,7.75425545996029,0.101142462521221,0.101142462521221,0.0188
"18/06/2019",18,"3_2_5_1_4",5,1,0.076,0.151,90,11201,478,43,10,45.89,45.83,42.38,36.27,8.89582369626882,0.800251922467697,0.08002519224677,0.0188
"18/06/2019",18,"3_2_5_1_4",5,2,0.076,0.151,90,11201,478,65,5,45.89,45.83,42.38,36.27,8.89582369626882,1.20968313861396,0.241936627722792,0.0188
"18/06/2019",18,"3_2_5_1_4",5,3,0.076,0.151,90,11201,478,53,2,45.89,45.83,42.38,36.27,8.89582369626882,0.986357020715999,0.493178510357999,0.0188
"18/06/2019",18,"3_2_5_1_4",5,4,0.076,0.151,90,11201,478,36,1,45.89,45.83,42.38,36.27,8.89582369626882,0.669978353693886,0.669978353693886,0.0188
"18/06/2019",18,"3_2_5_1_4",5,5,0.076,0.151,90,11201,478,37,3,45.89,45.83,42.38,36.27,8.89582369626882,0.688588863518716,0.229529621172905,0.0188
"18/06/2019",18,"3_2_5_1_4",5,6,0.076,0.151,90,11201,478,9,1,45.89,45.83,42.38,36.27,8.89582369626882,0.167494588423471,0.167494588423471,0.0188
"18/06/2019",18,"3_2_5_1_4",5,7,0.076,0.151,90,11201,478,27,2,45.89,45.83,42.38,36.27,8.89582369626882,0.502483765270414,0.251241882635207,0.0188
"18/06/2019",18,"3_2_5_1_4",5,8,0.076,0.151,90,11201,478,54,2,45.89,45.83,42.38,36.27,8.89582369626882,1.00496753054083,0.502483765270414,0.0188
"18/06/2019",18,"3_2_5_1_4",5,9,0.076,0.151,90,11201,478,17,1,45.89,45.83,42.38,36.27,8.89582369626882,0.316378667022113,0.316378667022113,0.0188
"18/06/2019",18,"3_2_5_1_4",5,10,0.076,0.151,90,11201,478,0,0,45.89,45.83,42.38,36.27,8.89582369626882,0,0,0.0188
"18/06/2019",18,"3_2_5_1_4",5,11,0.076,0.151,90,11201,478,23,1,45.89,45.83,42.38,36.27,8.89582369626882,0.428041725971094,0.428041725971094,0.0188
"18/06/2019",18,"3_2_5_1_4",5,12,0.076,0.151,90,11201,478,4,1,45.89,45.83,42.38,36.27,8.89582369626882,0.074442039299321,0.074442039299321,0.0188
"18/06/2019",18,"3_2_5_1_4",5,13,0.076,0.151,90,11201,478,42,1,45.89,45.83,42.38,36.27,8.89582369626882,0.781641412642867,0.781641412642867,0.0188
"18/06/2019",18,"3_2_5_1_4",5,14,0.076,0.151,90,11201,478,28,2,45.89,45.83,42.38,36.27,8.89582369626882,0.521094275095245,0.260547137547622,0.0188
"18/06/2019",18,"3_2_5_1_4",5,15,0.076,0.151,90,11201,478,40,2,45.89,45.83,42.38,36.27,8.89582369626882,0.744420392993207,0.372210196496603,0.0188
"18/06/2019",19,"3_2_5_1_4",1,1,0.101,0.151,90,11201,639,47,10,60.65,60.7,53.95,47.29,11.8743327841845,0.873385979431412,0.087338597943141,0.0188
"18/06/2019",19,"3_2_5_1_4",1,2,0.101,0.151,90,11201,639,149,11,60.65,60.7,53.95,47.29,11.8743327841845,2.76881938160171,0.251710852872883,0.0188
"18/06/2019",19,"3_2_5_1_4",1,3,0.101,0.151,90,11201,639,60,10,60.65,60.7,53.95,47.29,11.8743327841845,1.11496082480606,0.111496082480606,0.0188
"18/06/2019",19,"3_2_5_1_4",1,4,0.101,0.151,90,11201,639,32,7,60.65,60.7,53.95,47.29,11.8743327841845,0.594645773229897,0.0849493961757,0.0188
"18/06/2019",19,"3_2_5_1_4",1,5,0.101,0.151,90,11201,639,48,5,60.65,60.7,53.95,47.29,11.8743327841845,0.891968659844846,0.178393731968969,0.0188
"18/06/2019",19,"3_2_5_1_4",1,6,0.101,0.151,90,11201,639,23,3,60.65,60.7,53.95,47.29,11.8743327841845,0.427401649508989,0.142467216502996,0.0188
"18/06/2019",19,"3_2_5_1_4",1,7,0.101,0.151,90,11201,639,33,2,60.65,60.7,53.95,47.29,11.8743327841845,0.613228453643332,0.306614226821666,0.0188
"18/06/2019",19,"3_2_5_1_4",1,8,0.101,0.151,90,11201,639,18,2,60.65,60.7,53.95,47.29,11.8743327841845,0.334488247441817,0.167244123720909,0.0188
"18/06/2019",19,"3_2_5_1_4",1,9,0.101,0.151,90,11201,639,22,1,60.65,60.7,53.95,47.29,11.8743327841845,0.408818969095554,0.408818969095554,0.0188
"18/06/2019",19,"3_2_5_1_4",1,10,0.101,0.151,90,11201,639,43,2,60.65,60.7,53.95,47.29,11.8743327841845,0.799055257777675,0.399527628888837,0.0188
"18/06/2019",19,"3_2_5_1_4",1,11,0.101,0.151,90,11201,639,12,2,60.65,60.7,53.95,47.29,11.8743327841845,0.222992164961211,0.111496082480606,0.0188
"18/06/2019",19,"3_2_5_1_4",1,12,0.101,0.151,90,11201,639,26,2,60.65,60.7,53.95,47.29,11.8743327841845,0.483149690749292,0.241574845374646,0.0188
"18/06/2019",19,"3_2_5_1_4",1,13,0.101,0.151,90,11201,639,19,2,60.65,60.7,53.95,47.29,11.8743327841845,0.353070927855252,0.176535463927626,0.0188
"18/06/2019",19,"3_2_5_1_4",1,14,0.101,0.151,90,11201,639,30,2,60.65,60.7,53.95,47.29,11.8743327841845,0.557480412403029,0.278740206201514,0.0188
"18/06/2019",19,"3_2_5_1_4",1,15,0.101,0.151,90,11201,639,77,8,60.65,60.7,53.95,47.29,11.8743327841845,1.43086639183444,0.178858298979305,0.0188
"18/06/2019",20,"3_2_5_1_4",4,1,0.126,0.151,90,11201,405,53,5,75.69,75.32,66.34,62.13,11.9433138608603,1.56295218426073,0.312590436852147,0.0188
"18/06/2019",20,"3_2_5_1_4",4,2,0.126,0.151,90,11201,405,63,7,75.69,75.32,66.34,62.13,11.9433138608603,1.8578488228005,0.265406974685785,0.0188
"18/06/2019",20,"3_2_5_1_4",4,3,0.126,0.151,90,11201,405,65,4,75.69,75.32,66.34,62.13,11.9433138608603,1.91682815050845,0.479207037627112,0.0188
"18/06/2019",20,"3_2_5_1_4",4,4,0.126,0.151,90,11201,405,25,3,75.69,75.32,66.34,62.13,11.9433138608603,0.737241596349403,0.245747198783134,0.0188
"18/06/2019",20,"3_2_5_1_4",4,5,0.126,0.151,90,11201,405,49,1,75.69,75.32,66.34,62.13,11.9433138608603,1.44499352884483,1.44499352884483,0.0188
"18/06/2019",20,"3_2_5_1_4",4,6,0.126,0.151,90,11201,405,6,1,75.69,75.32,66.34,62.13,11.9433138608603,0.176937983123857,0.176937983123857,0.0188
"18/06/2019",20,"3_2_5_1_4",4,7,0.126,0.151,90,11201,405,8,1,75.69,75.32,66.34,62.13,11.9433138608603,0.235917310831809,0.235917310831809,0.0188
"18/06/2019",20,"3_2_5_1_4",4,8,0.126,0.151,90,11201,405,5,1,75.69,75.32,66.34,62.13,11.9433138608603,0.147448319269881,0.147448319269881,0.0188
"18/06/2019",20,"3_2_5_1_4",4,9,0.126,0.151,90,11201,405,1,1,75.69,75.32,66.34,62.13,11.9433138608603,0.029489663853976,0.029489663853976,0.0188
"18/06/2019",20,"3_2_5_1_4",4,10,0.126,0.151,90,11201,405,0,0,75.69,75.32,66.34,62.13,11.9433138608603,0,0,0.0188
"18/06/2019",20,"3_2_5_1_4",4,11,0.126,0.151,90,11201,405,5,1,75.69,75.32,66.34,62.13,11.9433138608603,0.147448319269881,0.147448319269881,0.0188
"18/06/2019",20,"3_2_5_1_4",4,12,0.126,0.151,90,11201,405,19,2,75.69,75.32,66.34,62.13,11.9433138608603,0.560303613225546,0.280151806612773,0.0188
"18/06/2019",20,"3_2_5_1_4",4,13,0.126,0.151,90,11201,405,38,2,75.69,75.32,66.34,62.13,11.9433138608603,1.12060722645109,0.560303613225546,0.0188
"18/06/2019",20,"3_2_5_1_4",4,14,0.126,0.151,90,11201,405,7,2,75.69,75.32,66.34,62.13,11.9433138608603,0.206427646977833,0.103213823488916,0.0188
"18/06/2019",20,"3_2_5_1_4",4,15,0.126,0.151,90,11201,405,61,5,75.69,75.32,66.34,62.13,11.9433138608603,1.79886949509254,0.359773899018509,0.0188
